game,score,mean_score,record
77,0,0.05194805194805195,1
78,0,0.05128205128205128,1
79,0,0.05063291139240506,1
80,0,0.05,1
81,0,0.04938271604938271,1
82,0,0.04878048780487805,1
83,0,0.04819277108433735,1
84,0,0.047619047619047616,1
85,1,0.058823529411764705,1
86,0,0.05813953488372093,1
87,0,0.05747126436781609,1
88,0,0.056818181818181816,1
89,0,0.056179775280898875,1
90,0,0.05555555555555555,1
91,0,0.054945054945054944,1
92,0,0.05434782608695652,1
93,0,0.053763440860215055,1
94,0,0.05319148936170213,1
95,0,0.05263157894736842,1
96,0,0.052083333333333336,1
97,0,0.05154639175257732,1
98,0,0.05102040816326531,1
99,0,0.050505050505050504,1
100,0,0.05,1
101,0,0.04950495049504951,1
102,0,0.049019607843137254,1
103,0,0.04854368932038835,1
104,0,0.04807692307692308,1
105,0,0.047619047619047616,1
106,0,0.04716981132075472,1
107,0,0.04672897196261682,1
108,0,0.046296296296296294,1
109,0,0.045871559633027525,1
110,0,0.045454545454545456,1
111,0,0.04504504504504504,1
112,0,0.044642857142857144,1
113,1,0.05309734513274336,1
114,0,0.05263157894736842,1
115,0,0.05217391304347826,1
116,0,0.05172413793103448,1
117,0,0.05128205128205128,1
118,0,0.05084745762711865,1
119,0,0.05042016806722689,1
120,0,0.05,1
121,0,0.049586776859504134,1
122,0,0.04918032786885246,1
123,0,0.04878048780487805,1
124,0,0.04838709677419355,1
125,0,0.048,1
126,0,0.047619047619047616,1
127,0,0.047244094488188976,1
128,0,0.046875,1
129,0,0.046511627906976744,1
130,0,0.046153846153846156,1
131,0,0.04580152671755725,1
132,0,0.045454545454545456,1
133,0,0.045112781954887216,1
134,0,0.04477611940298507,1
135,0,0.044444444444444446,1
136,0,0.04411764705882353,1
137,0,0.043795620437956206,1
138,0,0.043478260869565216,1
139,0,0.04316546762589928,1
140,0,0.04285714285714286,1
141,0,0.0425531914893617,1
142,0,0.04225352112676056,1
143,1,0.04895104895104895,1
144,0,0.04861111111111111,1
145,0,0.04827586206896552,1
146,0,0.04794520547945205,1
147,0,0.047619047619047616,1
148,0,0.0472972972972973,1
149,0,0.04697986577181208,1
150,0,0.04666666666666667,1
151,0,0.046357615894039736,1
152,0,0.046052631578947366,1
153,0,0.0457516339869281,1
154,0,0.045454545454545456,1
155,1,0.05161290322580645,1
156,0,0.05128205128205128,1
157,0,0.050955414012738856,1
158,0,0.05063291139240506,1
159,0,0.050314465408805034,1
160,0,0.05,1
161,0,0.049689440993788817,1
162,0,0.04938271604938271,1
163,0,0.049079754601226995,1
164,0,0.04878048780487805,1
165,0,0.048484848484848485,1
166,0,0.04819277108433735,1
167,0,0.04790419161676647,1
168,0,0.047619047619047616,1
169,0,0.047337278106508875,1
170,0,0.047058823529411764,1
171,0,0.04678362573099415,1
172,0,0.046511627906976744,1
173,0,0.046242774566473986,1
174,0,0.04597701149425287,1
175,0,0.045714285714285714,1
176,0,0.045454545454545456,1
177,0,0.04519774011299435,1
178,0,0.0449438202247191,1
179,1,0.05027932960893855,1
180,0,0.05,1
181,0,0.049723756906077346,1
182,0,0.04945054945054945,1
183,0,0.04918032786885246,1
184,0,0.04891304347826087,1
185,0,0.04864864864864865,1
186,0,0.04838709677419355,1
187,0,0.0481283422459893,1
188,0,0.047872340425531915,1
189,0,0.047619047619047616,1
190,1,0.05263157894736842,1
191,0,0.05235602094240838,1
192,0,0.052083333333333336,1
193,0,0.05181347150259067,1
194,1,0.05670103092783505,1
195,0,0.05641025641025641,1
196,0,0.05612244897959184,1
197,0,0.05583756345177665,1
198,0,0.05555555555555555,1
199,0,0.05527638190954774,1
200,0,0.055,1
201,1,0.05970149253731343,1
202,0,0.0594059405940594,1
203,0,0.059113300492610835,1
204,0,0.058823529411764705,1
205,0,0.05853658536585366,1
206,1,0.06310679611650485,1
207,0,0.06280193236714976,1
208,0,0.0625,1
209,0,0.06220095693779904,1
210,0,0.06190476190476191,1
211,0,0.061611374407582936,1
212,0,0.06132075471698113,1
213,0,0.06103286384976526,1
214,0,0.06074766355140187,1
215,0,0.06046511627906977,1
216,1,0.06481481481481481,1
217,0,0.06451612903225806,1
218,0,0.06422018348623854,1
219,0,0.0639269406392694,1
220,0,0.06363636363636363,1
221,0,0.06334841628959276,1
222,0,0.06306306306306306,1
223,0,0.06278026905829596,1
224,0,0.0625,1
225,0,0.06222222222222222,1
226,1,0.06637168141592921,1
227,0,0.06607929515418502,1
228,0,0.06578947368421052,1
229,0,0.06550218340611354,1
230,0,0.06521739130434782,1
231,1,0.06926406926406926,1
232,0,0.06896551724137931,1
233,0,0.06866952789699571,1
234,0,0.06837606837606838,1
235,1,0.07234042553191489,1
236,0,0.07203389830508475,1
237,0,0.07172995780590717,1
238,0,0.07142857142857142,1
239,0,0.07112970711297072,1
240,0,0.07083333333333333,1
241,0,0.07053941908713693,1
242,0,0.07024793388429752,1
243,0,0.06995884773662552,1
244,0,0.06967213114754098,1
245,1,0.07346938775510205,1
246,0,0.07317073170731707,1
247,0,0.0728744939271255,1
248,0,0.07258064516129033,1
249,0,0.07228915662650602,1
250,0,0.072,1
251,1,0.07569721115537849,1
252,0,0.07539682539682539,1
253,1,0.07905138339920949,1
254,0,0.07874015748031496,1
255,0,0.0784313725490196,1
256,0,0.078125,1
257,0,0.07782101167315175,1
258,0,0.07751937984496124,1
259,0,0.07722007722007722,1
260,0,0.07692307692307693,1
261,0,0.07662835249042145,1
262,0,0.07633587786259542,1
263,0,0.07604562737642585,1
264,0,0.07575757575757576,1
265,0,0.07547169811320754,1
266,0,0.07518796992481203,1
267,0,0.0749063670411985,1
268,0,0.07462686567164178,1
269,0,0.07434944237918216,1
270,0,0.07407407407407407,1
271,0,0.07380073800738007,1
272,1,0.07720588235294118,1
273,0,0.07692307692307693,1
274,0,0.07664233576642336,1
275,0,0.07636363636363637,1
276,0,0.07608695652173914,1
277,0,0.07581227436823104,1
278,0,0.07553956834532374,1
279,0,0.07526881720430108,1
280,0,0.075,1
281,0,0.07473309608540925,1
282,0,0.07446808510638298,1
283,1,0.07773851590106007,1
284,0,0.07746478873239436,1
285,0,0.07719298245614035,1
286,0,0.07692307692307693,1
287,0,0.07665505226480836,1
288,0,0.0763888888888889,1
289,0,0.07612456747404844,1
290,0,0.07586206896551724,1
291,0,0.07560137457044673,1
292,0,0.07534246575342465,1
293,0,0.07508532423208192,1
294,0,0.07482993197278912,1
295,0,0.07457627118644068,1
296,0,0.07432432432432433,1
297,0,0.07407407407407407,1
298,0,0.0738255033557047,1
299,1,0.07692307692307693,1
300,0,0.07666666666666666,1
301,0,0.07641196013289037,1
302,0,0.076158940397351,1
303,0,0.07590759075907591,1
304,1,0.07894736842105263,1
305,1,0.08196721311475409,1
306,0,0.08169934640522876,1
307,0,0.08143322475570032,1
308,0,0.08116883116883117,1
309,0,0.08090614886731391,1
310,0,0.08064516129032258,1
311,1,0.08360128617363344,1
312,0,0.08333333333333333,1
313,0,0.08306709265175719,1
314,0,0.08280254777070063,1
315,0,0.08253968253968254,1
316,0,0.08227848101265822,1
317,0,0.08201892744479496,1
318,0,0.08176100628930817,1
319,0,0.08150470219435736,1
320,1,0.084375,1
321,0,0.08411214953271028,1
322,0,0.08385093167701864,1
323,0,0.08359133126934984,1
324,0,0.08333333333333333,1
325,0,0.08307692307692308,1
326,0,0.08282208588957055,1
327,0,0.08256880733944955,1
328,0,0.08231707317073171,1
329,0,0.08206686930091185,1
330,0,0.08181818181818182,1
331,0,0.08157099697885196,1
332,0,0.08132530120481928,1
333,0,0.08108108108108109,1
334,1,0.08383233532934131,1
335,0,0.08358208955223881,1
336,1,0.08630952380952381,1
337,0,0.08605341246290801,1
338,0,0.08579881656804733,1
339,0,0.0855457227138643,1
340,0,0.08529411764705883,1
341,0,0.08504398826979472,1
342,0,0.0847953216374269,1
343,0,0.08454810495626822,1
344,0,0.08430232558139535,1
345,0,0.08405797101449275,1
346,0,0.0838150289017341,1
347,0,0.08357348703170028,1
348,0,0.08333333333333333,1
349,0,0.0830945558739255,1
350,0,0.08285714285714285,1
351,0,0.08262108262108261,1
352,0,0.08238636363636363,1
353,0,0.0821529745042493,1
354,0,0.08192090395480225,1
355,0,0.08169014084507042,1
356,0,0.08146067415730338,1
357,0,0.08123249299719888,1
358,0,0.08100558659217877,1
359,0,0.0807799442896936,1
360,0,0.08055555555555556,1
361,0,0.08033240997229917,1
362,0,0.08011049723756906,1
363,0,0.07988980716253444,1
364,0,0.07967032967032966,1
365,0,0.07945205479452055,1
366,0,0.07923497267759563,1
367,0,0.07901907356948229,1
368,0,0.07880434782608696,1
369,0,0.07859078590785908,1
370,0,0.07837837837837838,1
371,1,0.08086253369272237,1
372,0,0.08064516129032258,1
373,0,0.08042895442359249,1
374,0,0.08021390374331551,1
375,0,0.08,1
376,0,0.0797872340425532,1
377,0,0.07957559681697612,1
378,0,0.07936507936507936,1
379,0,0.079155672823219,1
380,0,0.07894736842105263,1
381,0,0.07874015748031496,1
382,1,0.08115183246073299,1
383,0,0.08093994778067885,1
384,0,0.08072916666666667,1
385,0,0.08051948051948052,1
386,0,0.08031088082901554,1
387,1,0.082687338501292,1
388,0,0.08247422680412371,1
389,0,0.08226221079691516,1
390,1,0.08461538461538462,1
391,0,0.08439897698209718,1
392,0,0.08418367346938775,1
393,0,0.08396946564885496,1
394,0,0.08375634517766498,1
395,0,0.08354430379746836,1
396,0,0.08333333333333333,1
397,0,0.08312342569269521,1
398,0,0.0829145728643216,1
399,0,0.08270676691729323,1
400,0,0.0825,1
401,0,0.08229426433915212,1
402,0,0.08208955223880597,1
403,0,0.08188585607940446,1
404,0,0.08168316831683169,1
405,0,0.08148148148148149,1
406,1,0.08374384236453201,1
407,0,0.08353808353808354,1
408,0,0.08333333333333333,1
409,1,0.08557457212713937,1
410,0,0.08536585365853659,1
411,0,0.0851581508515815,1
412,1,0.08737864077669903,1
413,0,0.08716707021791767,1
414,0,0.08695652173913043,1
415,0,0.08674698795180723,1
416,0,0.08653846153846154,1
417,0,0.08633093525179857,1
418,1,0.08851674641148326,1
419,0,0.0883054892601432,1
420,0,0.0880952380952381,1
421,0,0.08788598574821853,1
422,0,0.08767772511848342,1
423,0,0.08747044917257683,1
424,0,0.08726415094339622,1
425,0,0.08705882352941176,1
426,0,0.08685446009389672,1
427,1,0.08899297423887588,1
428,0,0.08878504672897196,1
429,0,0.08857808857808858,1
430,0,0.08837209302325581,1
431,1,0.09048723897911833,1
432,0,0.09027777777777778,1
433,0,0.09006928406466513,1
434,0,0.08986175115207373,1
435,0,0.0896551724137931,1
436,0,0.08944954128440367,1
437,0,0.08924485125858124,1
438,0,0.08904109589041095,1
439,0,0.0888382687927107,1
440,0,0.08863636363636364,1
441,0,0.08843537414965986,1
442,0,0.08823529411764706,1
443,0,0.08803611738148984,1
444,0,0.08783783783783784,1
445,0,0.08764044943820225,1
446,0,0.08744394618834081,1
447,0,0.087248322147651,1
448,0,0.08705357142857142,1
449,0,0.08685968819599109,1
450,0,0.08666666666666667,1
451,0,0.08647450110864745,1
452,0,0.08628318584070796,1
453,1,0.08830022075055188,1
454,0,0.0881057268722467,1
455,0,0.08791208791208792,1
456,0,0.08771929824561403,1
457,1,0.08971553610503283,1
458,0,0.08951965065502183,1
459,0,0.08932461873638345,1
460,0,0.0891304347826087,1
461,0,0.08893709327548807,1
462,0,0.08874458874458875,1
463,1,0.09071274298056156,1
464,1,0.09267241379310345,1
465,0,0.09247311827956989,1
466,0,0.09227467811158799,1
467,1,0.09421841541755889,1
468,0,0.09401709401709402,1
